-c a33 -d AC -r DA_CTL -p SDO_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_EN_REG -p VS_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_EN_REG -p HB_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_EN_REG -p MUL_ERR_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_EN_REG -p FIFO2_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_EN_REG -p FIFO1_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_EN_REG -p FIFO0_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_EN_REG -p FD_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_EN_REG -p CD_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_STA_REG -p VS_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_STA_REG -p HB_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_STA_REG -p MUL_ERR_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_STA_REG -p FIFO2_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_STA_REG -p FIFO1_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_STA_REG -p FIFO0_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_STA_REG -p FD_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_INT_STA_REG -p CD_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_HSIZE_REG -p HOR_LEN = 0, (default=1280)
-c a33 -d CSI -r CSI0_C0_HSIZE_REG -p HOR_START = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_VSIZE_REG -p VER_LEN = 0, (default=480)
-c a33 -d CSI -r CSI0_C0_VSIZE_REG -p VER_START = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_BUF_LEN_REG -p BUF_LEN_C = 0, (default=320)
-c a33 -d CSI -r CSI0_C0_BUF_LEN_REG -p BUF_LEN = 0, (default=640)
-c a33 -d CSI -r CSI0_C0_FLIP_SIZE_REG -p VER_LEN = 0, (default=480)
-c a33 -d CSI -r CSI0_C0_FLIP_SIZE_REG -p VALID_LEN = 0, (default=640)
-c a33 -d CSI -r CSI0_C0_FRM_CLK_CNT_REG -p FRM_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_ACC_ITNL_CLK_CNT_REG -p ACC_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C0_ACC_ITNL_CLK_CNT_REG -p ITNL_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_CFG_REG -p PAD_VAL = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_CFG_REG -p INPUT_FMT = 0, (default=3)
-c a33 -d CSI -r CSI0_C1_CFG_REG -p OUTPUT_FMT = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_CFG_REG -p VFLIP_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_CFG_REG -p HFLIP_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_CFG_REG -p FIELD_SEL = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_CFG_REG -p INPUT_SEQ = 0, (default=2)
-c a33 -d CSI -r CSI0_C1_SCALE_REG -p QUART_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_F0_BUFA_REG -p C1F0_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_F1_BUFA_REG -p C1F1_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_F2_BUFA_REG -p C1F2_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_CAP_STA_REG -p FIELD_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_CAP_STA_REG -p VCAP_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_CAP_STA_REG -p SCAP_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_EN_REG -p VS_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_EN_REG -p HB_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_EN_REG -p MUL_ERR_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_EN_REG -p FIFO2_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_EN_REG -p FIFO1_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_EN_REG -p FIFO0_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_EN_REG -p FD_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_EN_REG -p CD_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_STA_REG -p VS_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_STA_REG -p HB_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_STA_REG -p MUL_ERR_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_STA_REG -p FIFO2_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_STA_REG -p FIFO1_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_STA_REG -p FIFO0_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_STA_REG -p FD_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_INT_STA_REG -p CD_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_HSIZE_REG -p HOR_LEN = 0, (default=1280)
-c a33 -d CSI -r CSI0_C1_HSIZE_REG -p HOR_START = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_VSIZE_REG -p VER_LEN = 0, (default=480)
-c a33 -d CSI -r CSI0_C1_VSIZE_REG -p VER_START = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_BUF_LEN_REG -p BUF_LEN_C = 0, (default=320)
-c a33 -d CSI -r CSI0_C1_BUF_LEN_REG -p BUF_LEN = 0, (default=640)
-c a33 -d CSI -r CSI0_C1_FLIP_SIZE_REG -p VER_LEN = 0, (default=480)
-c a33 -d CSI -r CSI0_C1_FLIP_SIZE_REG -p VALID_LEN = 0, (default=640)
-c a33 -d CSI -r CSI0_C1_FRM_CLK_CNT_REG -p FRM_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_ACC_ITNL_CLK_CNT_REG -p ACC_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C1_ACC_ITNL_CLK_CNT_REG -p ITNL_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_CFG_REG -p PAD_VAL = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_CFG_REG -p INPUT_FMT = 0, (default=3)
-c a33 -d CSI -r CSI0_C2_CFG_REG -p OUTPUT_FMT = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_CFG_REG -p VFLIP_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_CFG_REG -p HFLIP_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_CFG_REG -p FIELD_SEL = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_CFG_REG -p INPUT_SEQ = 0, (default=2)
-c a33 -d CSI -r CSI0_C2_SCALE_REG -p QUART_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_F0_BUFA_REG -p C2F0_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_F1_BUFA_REG -p C2F1_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_F2_BUFA_REG -p C2F2_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_CAP_STA_REG -p FIELD_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_CAP_STA_REG -p VCAP_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_CAP_STA_REG -p SCAP_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_EN_REG -p VS_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_EN_REG -p HB_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_EN_REG -p MUL_ERR_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_EN_REG -p FIFO2_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_EN_REG -p FIFO1_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_EN_REG -p FIFO0_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_EN_REG -p FD_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_EN_REG -p CD_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_STA_REG -p VS_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_STA_REG -p HB_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_STA_REG -p MUL_ERR_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_STA_REG -p FIFO2_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_STA_REG -p FIFO1_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_STA_REG -p FIFO0_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_STA_REG -p FD_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_INT_STA_REG -p CD_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_HSIZE_REG -p HOR_LEN = 0, (default=1280)
-c a33 -d CSI -r CSI0_C2_HSIZE_REG -p HOR_START = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_VSIZE_REG -p VER_LEN = 0, (default=480)
-c a33 -d CSI -r CSI0_C2_VSIZE_REG -p VER_START = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_BUF_LEN_REG -p BUF_LEN_C = 0, (default=320)
-c a33 -d CSI -r CSI0_C2_BUF_LEN_REG -p BUF_LEN = 0, (default=640)
-c a33 -d CSI -r CSI0_C2_FLIP_SIZE_REG -p VER_LEN = 0, (default=480)
-c a33 -d CSI -r CSI0_C2_FLIP_SIZE_REG -p VALID_LEN = 0, (default=640)
-c a33 -d CSI -r CSI0_C2_FRM_CLK_CNT_REG -p FRM_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_ACC_ITNL_CLK_CNT_REG -p ACC_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C2_ACC_ITNL_CLK_CNT_REG -p ITNL_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_CFG_REG -p PAD_VAL = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_CFG_REG -p INPUT_FMT = 0, (default=3)
-c a33 -d CSI -r CSI0_C3_CFG_REG -p OUTPUT_FMT = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_CFG_REG -p VFLIP_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_CFG_REG -p HFLIP_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_CFG_REG -p FIELD_SEL = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_CFG_REG -p INPUT_SEQ = 0, (default=2)
-c a33 -d CSI -r CSI0_C3_SCALE_REG -p QUART_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_F0_BUFA_REG -p C3F0_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_F1_BUFA_REG -p C3F1_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_F2_BUFA_REG -p C3F2_BUFA = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_CAP_STA_REG -p FIELD_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_CAP_STA_REG -p VCAP_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_CAP_STA_REG -p SCAP_STA = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_EN_REG -p VS_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_EN_REG -p HB_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_EN_REG -p MUL_ERR_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_EN_REG -p FIFO2_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_EN_REG -p FIFO1_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_EN_REG -p FIFO0_OF_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_EN_REG -p FD_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_EN_REG -p CD_INT_EN = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_STA_REG -p VS_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_STA_REG -p HB_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_STA_REG -p MUL_ERR_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_STA_REG -p FIFO2_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_STA_REG -p FIFO1_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_STA_REG -p FIFO0_OF_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_STA_REG -p FD_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_INT_STA_REG -p CD_PD = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_HSIZE_REG -p HOR_LEN = 0, (default=1280)
-c a33 -d CSI -r CSI0_C3_HSIZE_REG -p HOR_START = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_VSIZE_REG -p VER_LEN = 0, (default=480)
-c a33 -d CSI -r CSI0_C3_VSIZE_REG -p VER_START = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_BUF_LEN_REG -p BUF_LEN_C = 0, (default=320)
-c a33 -d CSI -r CSI0_C3_BUF_LEN_REG -p BUF_LEN = 0, (default=640)
-c a33 -d CSI -r CSI0_C3_FLIP_SIZE_REG -p VER_LEN = 0, (default=480)
-c a33 -d CSI -r CSI0_C3_FLIP_SIZE_REG -p VALID_LEN = 0, (default=640)
-c a33 -d CSI -r CSI0_C3_FRM_CLK_CNT_REG -p FRM_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_ACC_ITNL_CLK_CNT_REG -p ACC_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CSI0_C3_ACC_ITNL_CLK_CNT_REG -p ITNL_CLK_CNT = 0, (default=0)
-c a33 -d CSI -r CCI_CTRL -p SINGLE_TRAN = 0, (default=0)
-c a33 -d CSI -r CCI_CTRL -p REPEAT_TRAN = 0, (default=0)
-c a33 -d CSI -r CCI_CTRL -p RESTART_MODE = 0, (default=0)
-c a33 -d CSI -r CCI_CTRL -p READ_TRAN_MODE = 0, (default=0)
-c a33 -d CSI -r CCI_CTRL -p TRAN_RESULT = 0, (default=0)
-c a33 -d CSI -r CCI_CTRL -p CCI_STA = 0
-c a33 -d CSI -r CCI_CTRL -p SOFT_RESET = 0, (default=0)
-c a33 -d CSI -r CCI_CTRL -p CCI_EN = 0, (default=0)
-c a33 -d CSI -r CCI_CFG -p TIMEOUT_N = 0, (default=16)
-c a33 -d CSI -r CCI_CFG -p INTERVAL = 0, (default=0)
-c a33 -d CSI -r CCI_CFG -p PACKET_MODE = 0, (default=0)
-c a33 -d CSI -r CCI_CFG -p SRC_SEL = 0, (default=0)
-c a33 -d CSI -r CCI_CFG -p TRIG_MODE = 0, (default=0)
-c a33 -d CSI -r CCI_CFG -p CSI_TRIG = 0, (default=0)
-c a33 -d CSI -r CCI_FMT -p SLV_ID = 0, (default=0)
-c a33 -d CSI -r CCI_FMT -p CMD = 0, (default=0)
-c a33 -d CSI -r CCI_FMT -p ADDR_BYTE = 0, (default=1)
-c a33 -d CSI -r CCI_FMT -p DATA_BYTE = 0, (default=1)
-c a33 -d CSI -r CCI_FMT -p PACKET_CNT = 0, (default=1)
-c a33 -d CSI -r CCI_BUS_CTRL -p DLY_CYC = 0, (default=0)
-c a33 -d CSI -r CCI_BUS_CTRL -p DLY_TRIG = 0, (default=0)
-c a33 -d CSI -r CCI_BUS_CTRL -p CLK_N = 0, (default=2)
-c a33 -d CSI -r CCI_BUS_CTRL -p CLK_M = 0, (default=5)
-c a33 -d CSI -r CCI_BUS_CTRL -p SCL_STA = 0
-c a33 -d CSI -r CCI_BUS_CTRL -p SDA_STA = 0
-c a33 -d CSI -r CCI_BUS_CTRL -p SCL_PEN = 0, (default=0)
-c a33 -d CSI -r CCI_BUS_CTRL -p SDA_PEN = 0, (default=0)
-c a33 -d CSI -r CCI_BUS_CTRL -p SCL_MOV = 0, (default=0)
-c a33 -d CSI -r CCI_BUS_CTRL -p SDA_MOV = 0, (default=0)
-c a33 -d CSI -r CCI_BUS_CTRL -p SCL_MOE = 0, (default=0)
-c a33 -d CSI -r CCI_BUS_CTRL -p SDA_MOE = 0, (default=0)
-c a33 -d CSI -r CCI_PARA_BASE -p DRAM_BASE = 0, (default=0)
-c a33 -d CSI -r CCI_INT_CTRL -p S_TRAN_ERR_INT_EN = 0, (default=0)
-c a33 -d CSI -r CCI_INT_CTRL -p S_TRAN_COM_INT_EN = 0, (default=0)
-c a33 -d CSI -r CCI_INT_CTRL -p S_TRAN_ERR_PD = 0, (default=0)
-c a33 -d CSI -r CCI_INT_CTRL -p S_TRAN_COM_PD = 0, (default=0)
-c a33 -d CSI -r CCI_LC_TRIG -p LN_CNT = 0, (default=0)
-c a33 -d CSI -r CCI_LC_TRIG -p DATA_FIFO = 0, (default=0)
-c a33 -d CSI -r CCI_LC_TRIG -p From0x200to0x220address = 0
-c a33 -d DA0 -r DA_CTL -p SDO_EN = 0, (default=0)
-c a33 -d DA0 -r DA_CTL -p  = 0
-c a33 -d DA0 -r DA_CTL -p ASS = 0, (default=0)
-c a33 -d DA0 -r DA_CTL -p MS = 0, (default=0)
-c a33 -d DA0 -r DA_CTL -p PCM = 0, (default=0)
-c a33 -d DA0 -r DA_CTL -p LOOP = 0, (default=0)
-c a33 -d DA0 -r DA_CTL -p TXEN = 0, (default=0)
-c a33 -d DA0 -r DA_CTL -p RXEN = 0, (default=0)
-c a33 -d DA0 -r DA_CTL -p GEN = 0, (default=0)
-c a33 -d DA0 -r DA_FAT0 -p LRCP = 0, (default=0)
-c a33 -d DA0 -r DA_FAT0 -p BCP = 0, (default=0)
-c a33 -d DA0 -r DA_FAT0 -p SR = 0, (default=0)
-c a33 -d DA0 -r DA_FAT0 -p WSS = 0, (default=3)
-c a33 -d DA0 -r DA_FAT0 -p FMT = 0, (default=0)
-c a33 -d DA0 -r DA_FAT1 -p PCM_SYNC_PERIOD = 0, (default=4)
-c a33 -d DA0 -r DA_FAT1 -p PCM_SYNC_OUT = 0, (default=0)
-c a33 -d DA0 -r DA_FAT1 -p PCMOutMute = 0, (default=0)
-c a33 -d DA0 -r DA_FAT1 -p MLS = 0, (default=0)
-c a33 -d DA0 -r DA_FAT1 -p SEXT = 0, (default=0)
-c a33 -d DA0 -r DA_FAT1 -p SI = 0, (default=0)
-c a33 -d DA0 -r DA_FAT1 -p SW = 0, (default=1)
-c a33 -d DA0 -r DA_FAT1 -p SSYNC = 0, (default=0)
-c a33 -d DA0 -r DA_FAT1 -p RX_PDM = 0, (default=0)
-c a33 -d DA0 -r DA_FAT1 -p TX_PDM = 0, (default=0)
-c a33 -d DA0 -r DA_TXFIFO -p TX_DATA = 0, (default=0)
-c a33 -d DA0 -r DA_RXFIFO -p RX_DATA = 0, (default=0)
-c a33 -d DA0 -r DA_FCTL -p FIFOSRC = 0, (default=0)
-c a33 -d DA0 -r DA_FCTL -p FTX = 0, (default=0)
-c a33 -d DA0 -r DA_FCTL -p FRX = 0, (default=0)
-c a33 -d DA0 -r DA_FCTL -p TXTL = 0, (default=64)
-c a33 -d DA0 -r DA_FCTL -p RXTL = 0, (default=15)
-c a33 -d DA0 -r DA_FCTL -p TXIM = 0, (default=0)
-c a33 -d DA0 -r DA_FCTL -p RXOM = 0, (default=0)
-c a33 -d DA0 -r DA_FSTA -p TXE = 0, (default=1)
-c a33 -d DA0 -r DA_FSTA -p TXE_CNT = 0, (default=128)
-c a33 -d DA0 -r DA_FSTA -p RXA = 0, (default=0)
-c a33 -d DA0 -r DA_FSTA -p RXA_CNT = 0, (default=0)
-c a33 -d DA0 -r DA_INT -p TX_DRQ = 0, (default=0)
-c a33 -d DA0 -r DA_INT -p TXUI_EN = 0, (default=0)
-c a33 -d DA0 -r DA_INT -p TXOI_EN = 0, (default=0)
-c a33 -d DA0 -r DA_INT -p TXEI_EN = 0, (default=0)
-c a33 -d DA0 -r DA_INT -p RX_DRQ = 0, (default=0)
-c a33 -d DA0 -r DA_INT -p RXUI_EN = 0, (default=0)
-c a33 -d DA0 -r DA_INT -p RXOI_EN = 0, (default=0)
-c a33 -d DA0 -r DA_INT -p RXAI_EN = 0, (default=0)
-c a33 -d DA0 -r DA_ISTA -p TXU_INT = 0, (default=0)
-c a33 -d DA0 -r DA_ISTA -p TXO_INT = 0, (default=0)
-c a33 -d DA0 -r DA_ISTA -p TXE_INT = 0, (default=1)
-c a33 -d DA0 -r DA_ISTA -p RXU_INT = 0, (default=0)
-c a33 -d DA0 -r DA_ISTA -p RXO_INT = 0, (default=0)
-c a33 -d DA0 -r DA_ISTA -p RXA_INT = 0, (default=0)
-c a33 -d DA0 -r DA_CLKD -p MCLKO_EN = 0, (default=0)
-c a33 -d DA0 -r DA_CLKD -p BCLKDIV = 0, (default=0)
-c a33 -d DA0 -r DA_CLKD -p MCLKDIV = 0, (default=0)
-c a33 -d DA0 -r DA_TXCNT -p TX_CNT = 0, (default=0)
-c a33 -d DA0 -r DA_RXCNT -p RX_CNT = 0, (default=0)
-c a33 -d DA0 -r DA_TXCHSEL -p TX_CHSEL = 0, (default=1)
-c a33 -d DA0 -r DA_TXCHMAP -p TX_CH3_MAP = 0, (default=3)
-c a33 -d DA0 -r DA_TXCHMAP -p TX_CH2_MAP = 0, (default=2)
-c a33 -d DA0 -r DA_TXCHMAP -p TX_CH1_MAP = 0, (default=1)
-c a33 -d DA0 -r DA_TXCHMAP -p TX_CH0_MAP = 0, (default=0)
-c a33 -d DA0 -r DA_RXCHSEL -p RX_CHSEL = 0, (default=1)
-c a33 -d DA0 -r DA_RXCHMAP -p RX_CH3_MAP = 0, (default=3)
-c a33 -d DA0 -r DA_RXCHMAP -p RX_CH2_MAP = 0, (default=2)
-c a33 -d DA0 -r DA_RXCHMAP -p RX_CH1_MAP = 0, (default=1)
-c a33 -d DA0 -r DA_RXCHMAP -p RX_CH0_MAP = 0, (default=0)
-c a33 -d DEFE -r DEFE_EN_REG -p EN = 0, (default=0)
-c a33 -d DEFE -r DEFE_FRM_CTRL_REG -p COEF_ACCESS_CTRL = 0, (default=0)
-c a33 -d DEFE -r DEFE_FRM_CTRL_REG -p FRM_START = 1, (default=0)
-c a33 -d DEFE -r DEFE_FRM_CTRL_REG -p OUT_CTRL = 0, (default=0)
-c a33 -d DEFE -r DEFE_FRM_CTRL_REG -p WB_EN = 1, (default=0)
-c a33 -d DEFE -r DEFE_FRM_CTRL_REG -p  = 0
-c a33 -d DEFE -r DEFE_FRM_CTRL_REG -p REG_RDY_EN = 0, (default=0)
-c a33 -d DEFE -r DEFE_BYPASS_REG -p CSC_BYPASS_EN = 0, (default=0)
-c a33 -d DEFE -r DEFE_AGTH_SEL_REG -p LINEBUF_AGTH = 0, (default=0)
-c a33 -d DEFE -r DEFE_LINT_CTRL_REG -p CURRENT_LINE = 795, (default=0)
-c a33 -d DEFE -r DEFE_LINT_CTRL_REG -p FIELD_SEL = 1, (default=0)
-c a33 -d DEFE -r DEFE_LINT_CTRL_REG -p TRIG_LINE = 4164, (default=0)
-c a33 -d DEFE -r DEFE_LINT_CTRL_REG -p BUF_ADDR = 52138052, (default=0)
-c a33 -d DEFE -r DEFE_BUF_ADDR1_REG -p BUF_ADDR = 52138052, (default=0)
-c a33 -d DEFE -r DEFE_BUF_ADDR2_REG -p BUF_ADDR = 52138052, (default=0)
-c a33 -d DEFE -r DEFE_FIELD_CTRL_REG -p FIR_OFFSET = 3, (default=32)
-c a33 -d DEFE -r DEFE_FIELD_CTRL_REG -p FIELD_LOOP_MOD = 1, (default=0)
-c a33 -d DEFE -r DEFE_FIELD_CTRL_REG -p VALID_FIELD_CNT = 0, (default=0)
-c a33 -d DEFE -r DEFE_FIELD_CTRL_REG -p FIELD_CNT = 68, (default=0)
-c a33 -d DEFE -r DEFE_TB_OFF0_REG -p X_OFFSET1 = 27, (default=0)
-c a33 -d DEFE -r DEFE_TB_OFF0_REG -p Y_OFFSET0 = 16, (default=0)
-c a33 -d DEFE -r DEFE_TB_OFF0_REG -p X_OFFSET0 = 4, (default=0)
-c a33 -d DEFE -r DEFE_TB_OFF1_REG -p X_OFFSET1 = 27, (default=0)
-c a33 -d DEFE -r DEFE_TB_OFF1_REG -p Y_OFFSET0 = 16, (default=0)
-c a33 -d DEFE -r DEFE_TB_OFF1_REG -p X_OFFSET0 = 4, (default=0)
-c a33 -d DEFE -r DEFE_TB_OFF2_REG -p X_OFFSET1 = 27, (default=0)
-c a33 -d DEFE -r DEFE_TB_OFF2_REG -p Y_OFFSET0 = 16, (default=0)
-c a33 -d DEFE -r DEFE_TB_OFF2_REG -p X_OFFSET0 = 4, (default=0)
-c a33 -d DEFE -r DEFE_LINESTRD0_REG -p LINE_STRIDE = 52138052, (default=0)
-c a33 -d DEFE -r DEFE_LINESTRD1_REG -p LINE_STRIDE = 52138052, (default=0)
-c a33 -d DEFE -r DEFE_LINESTRD2_REG -p LINE_STRIDE = 52138052, (default=0)
-c a33 -d DEFE -r DEFE_INPUT_FMT_REG -p BYTE_SEQ = 1, (default=0)
-c a33 -d DEFE -r DEFE_INPUT_FMT_REG -p SCAN_MOD = 1, (default=0)
-c a33 -d DEFE -r DEFE_INPUT_FMT_REG -p DATA_MOD = 0, (default=0)
-c a33 -d DEFE -r DEFE_INPUT_FMT_REG -p DATA_FMT = 4, (default=0)
-c a33 -d DEFE -r DEFE_INPUT_FMT_REG -p DATA_PS = 0, (default=0)
-c a33 -d DEFE -r DEFE_WB_ADDR_REG -p WB_ADDR = 52138052, (default=0)
-c a33 -d DEFE -r DEFE_OUTPUT_FMT_REG -p WB_Ch_Sel = 3, (default=0)
-c a33 -d DEFE -r DEFE_OUTPUT_FMT_REG -p BYTE_SEQ = 0, (default=0)
-c a33 -d DEFE -r DEFE_OUTPUT_FMT_REG -p SCAN_MOD = 0, (default=0)
-c a33 -d DEFE -r DEFE_OUTPUT_FMT_REG -p DATA_FMT = 4, (default=0)
-c a33 -d DEFE -r DEFE_INT_EN_REG -p REG_LOAD_EN = 0, (default=0)
-c a33 -d DEFE -r DEFE_INT_EN_REG -p LINE_EN = 0, (default=0)
-c a33 -d DEFE -r DEFE_INT_EN_REG -p WB_EN = 0, (default=0)
-c a33 -d DEFE -r DEFE_INT_STATUS_REG -p REG_LOAD_STATUS = 0, (default=0)
-c a33 -d DEFE -r DEFE_INT_STATUS_REG -p LINE_STATUS = 0, (default=0)
-c a33 -d DEFE -r DEFE_INT_STATUS_REG -p WB_STATUS = 0, (default=0)
-c a33 -d DEFE -r DEFE_STATUS_REG -p LINE_ON_SYNC = 795, (default=0)
